2,1,238,77,81,68,-1,-1,-1,-1
2,2,206,91,39,27,-1,-1,-1,-1
2,3,21,87,70,56,-1,-1,-1,-1
3,1,238,77,81,67,-1,-1,-1,-1
3,2,206,90,39,27,-1,-1,-1,-1
3,3,21,87,70,55,-1,-1,-1,-1
4,1,238,77,81,68,-1,-1,-1,-1
4,2,206,91,38,26,-1,-1,-1,-1
4,3,22,87,69,55,-1,-1,-1,-1
5,1,238,77,81,68,-1,-1,-1,-1
5,2,206,91,38,26,-1,-1,-1,-1
5,3,23,87,68,55,-1,-1,-1,-1
6,1,238,78,81,67,-1,-1,-1,-1
6,2,206,91,38,26,-1,-1,-1,-1
6,3,22,88,69,55,-1,-1,-1,-1
7,1,238,78,80,68,-1,-1,-1,-1
7,2,206,92,37,25,-1,-1,-1,-1
7,3,23,88,69,55,-1,-1,-1,-1
8,1,238,78,80,67,-1,-1,-1,-1
8,2,205,92,37,25,-1,-1,-1,-1
8,3,23,88,68,55,-1,-1,-1,-1
9,1,238,78,80,66,-1,-1,-1,-1
9,2,204,92,37,24,-1,-1,-1,-1
9,3,24,88,67,53,-1,-1,-1,-1
10,1,238,78,80,66,-1,-1,-1,-1
10,2,204,92,37,24,-1,-1,-1,-1
10,3,24,88,66,53,-1,-1,-1,-1
11,1,238,77,80,66,-1,-1,-1,-1
11,2,203,92,38,24,-1,-1,-1,-1
11,3,24,88,67,52,-1,-1,-1,-1
12,1,237,77,81,66,-1,-1,-1,-1
12,2,203,91,38,25,-1,-1,-1,-1
12,3,24,87,67,53,-1,-1,-1,-1
13,1,237,75,81,66,-1,-1,-1,-1
13,2,202,90,37,24,-1,-1,-1,-1
13,3,24,85,67,53,-1,-1,-1,-1
14,1,237,74,81,67,-1,-1,-1,-1
14,2,202,89,37,24,-1,-1,-1,-1
14,3,24,85,67,53,-1,-1,-1,-1
15,1,238,74,80,65,-1,-1,-1,-1
15,2,202,88,37,24,-1,-1,-1,-1
15,3,24,84,67,53,-1,-1,-1,-1
16,1,237,72,82,66,-1,-1,-1,-1
16,2,201,87,38,24,-1,-1,-1,-1
16,3,25,83,66,53,-1,-1,-1,-1
17,1,237,72,82,66,-1,-1,-1,-1
17,2,200,86,38,25,-1,-1,-1,-1
17,3,26,82,66,53,-1,-1,-1,-1
18,1,237,71,81,66,-1,-1,-1,-1
18,2,199,86,39,25,-1,-1,-1,-1
18,3,27,82,65,52,-1,-1,-1,-1
19,1,236,71,83,66,-1,-1,-1,-1
19,2,198,86,38,24,-1,-1,-1,-1
19,3,27,82,65,52,-1,-1,-1,-1
20,1,236,71,83,66,-1,-1,-1,-1
20,2,198,87,38,24,-1,-1,-1,-1
20,3,28,83,63,51,-1,-1,-1,-1
21,1,236,71,82,66,-1,-1,-1,-1
21,2,197,87,40,24,-1,-1,-1,-1
21,3,29,83,62,50,-1,-1,-1,-1
22,1,235,71,83,66,-1,-1,-1,-1
22,2,196,87,39,24,-1,-1,-1,-1
22,3,29,83,63,51,-1,-1,-1,-1
23,1,235,71,83,67,-1,-1,-1,-1
23,2,196,87,39,24,-1,-1,-1,-1
23,3,29,83,64,51,-1,-1,-1,-1
24,1,234,72,83,66,-1,-1,-1,-1
24,2,196,88,38,23,-1,-1,-1,-1
24,3,30,84,63,50,-1,-1,-1,-1
25,1,234,72,83,66,-1,-1,-1,-1
25,2,195,88,38,23,-1,-1,-1,-1
25,3,31,84,61,50,-1,-1,-1,-1
26,1,234,72,83,66,-1,-1,-1,-1
26,2,194,88,39,23,-1,-1,-1,-1
26,3,31,84,62,49,-1,-1,-1,-1
27,1,234,72,84,65,-1,-1,-1,-1
27,2,193,88,39,23,-1,-1,-1,-1
27,3,32,84,61,49,-1,-1,-1,-1
28,1,234,72,83,65,-1,-1,-1,-1
28,2,193,88,39,23,-1,-1,-1,-1
28,3,32,85,61,47,-1,-1,-1,-1
29,1,233,72,85,65,-1,-1,-1,-1
29,2,192,88,38,23,-1,-1,-1,-1
29,3,33,84,61,48,-1,-1,-1,-1
30,1,234,72,84,65,-1,-1,-1,-1
30,2,192,88,39,23,-1,-1,-1,-1
30,3,34,84,61,48,-1,-1,-1,-1
31,1,234,74,83,63,-1,-1,-1,-1
31,2,191,88,38,23,-1,-1,-1,-1
31,3,35,85,60,47,-1,-1,-1,-1
32,1,234,74,84,63,-1,-1,-1,-1
32,2,190,89,38,23,-1,-1,-1,-1
32,3,36,85,59,47,-1,-1,-1,-1
33,1,234,74,84,63,-1,-1,-1,-1
33,2,189,89,39,23,-1,-1,-1,-1
33,3,37,85,59,47,-1,-1,-1,-1
34,1,234,75,83,62,-1,-1,-1,-1
34,2,189,89,38,23,-1,-1,-1,-1
34,3,37,85,59,46,-1,-1,-1,-1
35,1,234,75,83,62,-1,-1,-1,-1
35,2,188,89,37,23,-1,-1,-1,-1
35,3,38,85,58,46,-1,-1,-1,-1
36,1,233,74,85,63,-1,-1,-1,-1
36,2,187,89,38,23,-1,-1,-1,-1
36,3,39,85,58,46,-1,-1,-1,-1
37,1,233,73,85,64,-1,-1,-1,-1
37,2,186,88,38,23,-1,-1,-1,-1
37,3,39,84,58,46,-1,-1,-1,-1
38,1,233,73,85,62,-1,-1,-1,-1
38,2,186,87,38,23,-1,-1,-1,-1
38,3,39,83,59,46,-1,-1,-1,-1
39,1,233,71,85,63,-1,-1,-1,-1
39,2,185,86,37,22,-1,-1,-1,-1
39,3,40,82,58,45,-1,-1,-1,-1
40,1,232,70,87,64,-1,-1,-1,-1
40,2,184,85,37,22,-1,-1,-1,-1
40,3,41,81,57,45,-1,-1,-1,-1
41,1,232,70,85,63,-1,-1,-1,-1
41,2,183,83,38,23,-1,-1,-1,-1
41,3,41,80,57,45,-1,-1,-1,-1
42,1,233,70,84,62,-1,-1,-1,-1
42,2,182,83,39,23,-1,-1,-1,-1
42,3,42,80,57,44,-1,-1,-1,-1
43,1,232,70,85,62,-1,-1,-1,-1
43,2,181,83,39,23,-1,-1,-1,-1
43,3,43,80,56,44,-1,-1,-1,-1
44,1,232,71,85,62,-1,-1,-1,-1
44,2,180,84,39,23,-1,-1,-1,-1
44,3,43,81,56,44,-1,-1,-1,-1
45,1,231,72,87,63,-1,-1,-1,-1
45,2,180,85,38,23,-1,-1,-1,-1
45,3,44,83,56,43,-1,-1,-1,-1
46,1,231,74,87,62,-1,-1,-1,-1
46,2,179,87,38,23,-1,-1,-1,-1
46,3,45,85,54,42,-1,-1,-1,-1
47,1,231,75,87,62,-1,-1,-1,-1
47,2,178,87,38,24,-1,-1,-1,-1
47,3,45,86,55,42,-1,-1,-1,-1
48,1,231,77,86,61,-1,-1,-1,-1
48,2,178,89,37,22,-1,-1,-1,-1
48,3,45,86,55,43,-1,-1,-1,-1
49,1,231,77,86,61,-1,-1,-1,-1
49,2,177,89,37,23,-1,-1,-1,-1
49,3,45,87,55,42,-1,-1,-1,-1
50,1,230,78,87,61,-1,-1,-1,-1
50,2,176,90,36,22,-1,-1,-1,-1
50,3,45,87,55,43,-1,-1,-1,-1
51,1,230,78,87,61,-1,-1,-1,-1
51,2,175,90,36,22,-1,-1,-1,-1
51,3,45,87,55,42,-1,-1,-1,-1
52,1,229,77,88,62,-1,-1,-1,-1
52,2,174,89,36,22,-1,-1,-1,-1
52,3,45,87,55,42,-1,-1,-1,-1
53,1,228,76,89,61,-1,-1,-1,-1
53,2,172,88,36,21,-1,-1,-1,-1
53,3,45,86,54,42,-1,-1,-1,-1
54,1,228,76,89,61,-1,-1,-1,-1
54,2,170,88,37,21,-1,-1,-1,-1
54,3,45,86,54,42,-1,-1,-1,-1
55,1,227,76,90,61,-1,-1,-1,-1
55,2,170,88,35,21,-1,-1,-1,-1
55,3,46,86,53,42,-1,-1,-1,-1
56,1,227,76,90,61,-1,-1,-1,-1
56,2,168,88,36,21,-1,-1,-1,-1
56,3,46,86,53,41,-1,-1,-1,-1
57,1,227,77,90,61,-1,-1,-1,-1
57,2,167,88,36,22,-1,-1,-1,-1
57,3,47,87,51,40,-1,-1,-1,-1
58,1,225,77,89,61,-1,-1,-1,-1
58,2,167,89,35,21,-1,-1,-1,-1
58,3,47,87,52,41,-1,-1,-1,-1
59,1,225,78,91,62,-1,-1,-1,-1
59,2,165,90,36,21,-1,-1,-1,-1
59,3,47,88,52,40,-1,-1,-1,-1
60,1,225,79,92,61,-1,-1,-1,-1
60,2,165,90,35,21,-1,-1,-1,-1
60,3,48,89,51,39,-1,-1,-1,-1
61,1,224,79,94,64,-1,-1,-1,-1
61,2,164,91,37,21,-1,-1,-1,-1
61,3,48,89,51,40,-1,-1,-1,-1
62,1,224,80,93,61,-1,-1,-1,-1
62,2,164,91,36,21,-1,-1,-1,-1
62,3,48,90,50,39,-1,-1,-1,-1
63,1,224,80,92,60,-1,-1,-1,-1
63,2,163,92,35,21,-1,-1,-1,-1
63,3,48,90,51,39,-1,-1,-1,-1
64,1,224,80,92,60,-1,-1,-1,-1
64,2,162,92,35,21,-1,-1,-1,-1
64,3,49,90,49,39,-1,-1,-1,-1
65,1,223,80,93,61,-1,-1,-1,-1
65,2,161,91,36,21,-1,-1,-1,-1
65,3,49,90,49,39,-1,-1,-1,-1
66,1,223,80,92,60,-1,-1,-1,-1
66,2,160,91,35,21,-1,-1,-1,-1
66,3,48,90,50,39,-1,-1,-1,-1
67,1,222,79,93,61,-1,-1,-1,-1
67,2,158,90,37,22,-1,-1,-1,-1
67,3,48,89,50,39,-1,-1,-1,-1
68,1,221,78,94,61,-1,-1,-1,-1
68,2,157,89,36,22,-1,-1,-1,-1
68,3,49,89,49,38,-1,-1,-1,-1
69,1,221,78,94,61,-1,-1,-1,-1
69,2,157,89,36,21,-1,-1,-1,-1
69,3,48,88,50,39,-1,-1,-1,-1
70,1,221,78,93,60,-1,-1,-1,-1
70,2,156,89,36,21,-1,-1,-1,-1
70,3,48,88,51,38,-1,-1,-1,-1
71,1,222,77,92,60,-1,-1,-1,-1
71,2,156,88,35,21,-1,-1,-1,-1
71,3,50,87,49,38,-1,-1,-1,-1
72,1,221,77,94,60,-1,-1,-1,-1
72,2,154,87,36,22,-1,-1,-1,-1
72,3,50,87,49,38,-1,-1,-1,-1
73,1,221,77,93,59,-1,-1,-1,-1
73,2,154,87,35,21,-1,-1,-1,-1
73,3,50,86,48,38,-1,-1,-1,-1
74,1,219,77,94,59,-1,-1,-1,-1
74,2,153,87,35,21,-1,-1,-1,-1
74,3,50,86,48,37,-1,-1,-1,-1
75,1,217,76,94,60,-1,-1,-1,-1
75,2,153,86,35,21,-1,-1,-1,-1
75,3,51,86,47,37,-1,-1,-1,-1
76,1,216,77,92,59,-1,-1,-1,-1
76,2,153,87,34,21,-1,-1,-1,-1
76,3,51,86,48,37,-1,-1,-1,-1
77,1,215,77,91,60,-1,-1,-1,-1
77,2,152,87,34,21,-1,-1,-1,-1
77,3,52,86,46,37,-1,-1,-1,-1
78,1,213,77,90,60,-1,-1,-1,-1
78,2,151,86,34,21,-1,-1,-1,-1
78,3,51,86,48,36,-1,-1,-1,-1
79,1,212,77,88,59,-1,-1,-1,-1
79,2,150,86,34,21,-1,-1,-1,-1
79,3,52,86,47,36,-1,-1,-1,-1
80,1,211,77,87,59,-1,-1,-1,-1
80,2,150,86,33,21,-1,-1,-1,-1
80,3,53,85,46,36,-1,-1,-1,-1
81,1,210,76,86,60,-1,-1,-1,-1
81,2,149,86,34,21,-1,-1,-1,-1
81,3,53,85,46,36,-1,-1,-1,-1
82,1,210,76,85,60,-1,-1,-1,-1
82,2,149,86,33,20,-1,-1,-1,-1
82,3,53,85,47,36,-1,-1,-1,-1
82,4,282,74,35,89,-1,-1,-1,-1
83,1,207,75,83,60,-1,-1,-1,-1
83,2,148,85,33,20,-1,-1,-1,-1
83,3,53,84,47,36,-1,-1,-1,-1
83,4,283,91,29,71,-1,-1,-1,-1
84,1,206,75,80,60,-1,-1,-1,-1
84,2,147,85,34,20,-1,-1,-1,-1
84,3,54,84,46,35,-1,-1,-1,-1
84,4,280,89,31,73,-1,-1,-1,-1
85,1,204,74,80,60,-1,-1,-1,-1
85,2,147,84,33,21,-1,-1,-1,-1
85,3,54,83,45,36,-1,-1,-1,-1
85,4,279,93,29,69,-1,-1,-1,-1
86,1,209,75,77,59,-1,-1,-1,-1
86,2,146,85,33,20,-1,-1,-1,-1
86,3,54,84,45,36,-1,-1,-1,-1
87,1,204,76,73,58,-1,-1,-1,-1
87,2,146,85,32,20,-1,-1,-1,-1
87,3,54,85,45,35,-1,-1,-1,-1
88,1,205,76,72,58,-1,-1,-1,-1
88,2,145,85,33,20,-1,-1,-1,-1
88,3,55,85,44,35,-1,-1,-1,-1
89,1,203,77,67,57,-1,-1,-1,-1
89,2,144,85,33,20,-1,-1,-1,-1
89,3,55,85,44,34,-1,-1,-1,-1
90,1,202,77,66,57,-1,-1,-1,-1
90,2,144,85,33,20,-1,-1,-1,-1
90,3,55,85,44,34,-1,-1,-1,-1
91,2,143,85,33,20,-1,-1,-1,-1
91,3,55,85,44,34,-1,-1,-1,-1
92,2,143,85,33,20,-1,-1,-1,-1
92,3,55,85,43,34,-1,-1,-1,-1
92,6,217,94,22,36,-1,-1,-1,-1
93,2,142,84,33,20,-1,-1,-1,-1
93,3,55,83,44,35,-1,-1,-1,-1
